name	ratings	date	helpful	comment
Sky Love	4	2021-06-08	0	친구가 좋다기에 다운받았어요 저희동네는 배달이 크게 늦는편이아니라 다른배달어플이랑 크게 다른건모르겠어요 그나저나 결재시스템 좀 바꿔주세요 본인명의카드만 등록되고 아니면 계좌이체라 너무 불편해요 저희집은 그때그때 카드를 다르게 쓰다보니 다른카드로 결재할경우 폰마다 어플다운받아야할판인데..요즘같이 배달어플이 넘쳐나는데 그런 불편을 감수하며 써야할까요?? 그리고 메뉴판 쭈욱보다가 다시 위로 올릴려면 손으로 계속 밀어야해요 메뉴많은가게는 한참을 올려야하는데 편하게 바로 위로가게 화살표하나 만들어주세요
Google 사용자	3	2021-05-20	25	첨에는 넘 좋았는데 점점 시간도 안맞고 치타배송 아예하지마세요!! 그리고 차량배송은 특히 퇴근시간에 면파는 집에서 선택해서 콜부르게 해주세요 불어서 오게된적이 한두번이아님ㅡㅡ
네오TV	3	2021-05-26	67	오프라인 보다 가격이 비싼곳이 많네요ㅡㅡ; 체인 햄버거 같으면 세트가 매장보다 2천원 이상 비싼경우도 있네요 ㅠ 아마도 중계 수수료 가 비싸서 손님한테 떠넘기는듯 하네요; 배달 빠르긴 한데 좀 아쉽네요.;
Gee Bong Song	5	2021-05-25	18	"거리순,추천순 리스트가 찾아보기 편리해요. 도착 예정 시간,라이더 출발시간 등을 실시간으로 알려주니까 전혀 답답하지 않아요"
이태양	1	2021-06-01	6	음식이 다 식어서 오는데 한 집 배달이 뭔 소용 거기다 바로 앞인데 집도 못 찾고. 첨엔 빨랐으나 이젠 안씁니다.
준태pick	4	2021-05-26	14	"선생님들,,, 제발 이거 기능 하나만 만들어주세요,,,, 현재시간에 주문가능한 식당만 보기,,, 너무 필요합니다,,, 야식맨에게 부디,,,자비를,,,,,,"
Ho Chu	1	2021-05-31	3	분명히 주문했는데 주문내역이 아무것도 안나와서 주문 안들간줄알고 다시주문했더니 주문내역에 같은거 2개뜨는 마술... 그냥 배달왔으면 어쩔뻔했냐?
김호현	1	2021-06-09	0	ㅡㅡ접속이안됨 다른앱은잘만되는데 시키려고이십분째 깔앗다지웠다 넘열받네요 접속이되야 시켜먹던지하죠
Jaewon Ma	1	2021-05-29	28	"치타배송이니 뭐니해서 15분안에 도착한다고해서 주문을 했는데도, 한시간 지나도서도 배달이 안오길래 취소하려고해도 고객센터아니면 절대 취소안됨. 고객센터는 40분넘게 전화해도 절대 통화 안됨"
용태	2	2021-05-30	2	배달기사분이 배정이 안돼서 배달이 매우 늦어지는 경우가 있어 불편함. 다른어플만 쓸거같네요 앞으로는
모찌대디	4	2021-06-06	6	사실 요기요나 배민이 독점 하는곳에 다른 배달 어플이 치고 올라오긴 힘들겠다 생각했는데 쿠팡이츠가 생긴뒤엔 편리하게 잘 사용중입니다 인터페이스가 불편하고 사용하기 어려운점 있으나 요즘엔 이벤트도 파격적으로 하고 요긴하게 잘 쓰고 있습니다
GURI HONG	1	2021-06-04	1	서울 한복판인데 배달기사 배정이 안되어서 2시간 가까이 되어서야 받은 적이 한두번이 아닙니다.ㅋㅋㅋㅋㅋ 장난하는 것도 아니고 ㅋㅋㅋㅋㅋㅋ
지	1	2021-05-30	3	쿠팡이츠는 요기요나 배민보다 빠르기때문에 배달비가 더들어도 리뷰이벤트가 없어도 급할때 주문해서 먹습니다 오늘 배달현황에 시간이 4분 남았을때 갑자기 29분뒤로 바뀌고 총 1시간 좀 안되는 시간이 걸려 도착하게 되는데 배민보다 배달비 더내고 주문했는데 고객센터는 전화연결 5분넘게 걸리더니 끊어지고 다시 전화거니 아예 전화연결도 안되네요 ㅋ
최다니엘	1	2021-05-12	868	"배송은 빠르지만, 음식 사진이 정확하지 않다보니 다시 배민/요기요 쓰려고 합니다. 이 과정에서 알게 된 사실은 이 앱은 회원 탈퇴가 없다는 것이네요. ㅎ 고객센터에 전화해도 단순히 앱을 지우시면 된다. 쿠팡이츠는 쿠팡에 연동 되어있어, 쿠팡을 탈퇴해야 탈퇴가 가능하다라는 안내 밖에 못 받았어요. 정말 쿠팡 탈퇴 이외에는 쿠팡 이츠에 이용된 개인정보를 파기할 수 없는거에요? 참고하시고 이용하세요."
열혈공포악사	5	2021-05-18	16	어플 반응속도도 좋고 진짜 동네맛집이 다 배달되서 너무 좋네요. 배달도 엄청 빠르고 굿!
해피이카	1	2021-05-30	3	"주문취소는 고객센터를 통해서만 가능하다는데, 고객센터는 전화를 끊어버리는 대담함이 빛나네요."
김민우	1	2021-05-19	9	ㅋㅋㅋ 바로 배달 오면 뭐함 라이더 부족해서 매번 한시간 반이 넘게 걸리면 다른 배달보다 못한거 아닌가요 음식 차가워서 못먹겠네
토르딕	1	2021-06-06	0	갑자기 일회용 수저 젓가락 요청으로 전환한거 참 귀찮네요 안쓸사람이 빼는게 맞지 않을까요
Gil Young Mun	5	2021-06-07	2	간편하고 주문부터 배달 위치까지 모두 확인이 가능한 부분이 정말 좋아요~^^
이정규	5	2021-06-10	0	배달이 너무 빨라서 매장에서 바로 나온거처럼 뜨거워요 너무 좋아요 결제고 편하고 ㅎㅎ
리리리린	1	2021-06-07	1	치타배달이라매.. 치타배달이래서 주문했더니 배달시간 60분 찍힘요 ㅋㅋ 주문이 밀렸을땐 표기해주던가 ㅋㅋㅋ
Sunmi Jang	5	2021-05-27	134	"역시 배민이나,요기요 보다 더 확실하고 메뉴를 잘 못보겠다는분들 계시는데 전혀 그런불편함은 못 느꼈습니다. 또한 배달파트너님들도 진짜 품위있으시고 믿음이가는 쿠팡이라 너무 좋아요"
0 0	2	2021-06-07	1	결제수단이 다양해지면 좋겠어요. 다른 배달어플들은 다 페이북으로 결제가능한데 쿠팡이츠만 안되네요.
뚜스뚜스고양이	2	2021-05-25	7	초반에는 배달파트너 연결도 잘되고 했는데 갈수록 배달연결도 잘 안되고 엄청 멀리 있는 파트너가 연결됨. 당연히 음식배달 지연. 앞으로 배민이나 요기요로 재이동 예정.
김주영	5	2021-06-08	1	할인쿠폰도 많이주고 배달도 엄청빨라서 놀랬어요~~ 쿠팡맨들 힘내세요!
양심업자	5	2021-06-05	1	기대했던 것보다 주문자 편의를 생각한 자잘한 요소가 많아서 좋았어요 배달 오토바이 현재 위치라던가
박경아	1	2021-06-07	0	전에는 고객이없어서 빨리오더니 지금은 매장에서 준비시간상관없이 쿠팡에서 라이더를배정못해서 한도끝도없이 기다려야함..??
남택훈	1	2021-05-30	0	문제가 발생해서 고객센터 전화해봤자 통화량 폭주로 해결도 안 되는데 관리할 생각도 없고 6분 기다렸는데 전화 다시 하라고 끊고서 또 기다리게 하네요.. 많은 소비자가 관리가 안 되는 듯 하니 저는 경쟁사로 넘어가겠습니다
???	1	2021-05-23	4	UI 개선 필요. 문의/처리내역에 대한 정보 부족. 상담원들만 고생.
Jae Gyu Lee	1	2021-06-03	2	배민이 훨씬 납니다. 비오는날 서비스가 영꽝이네요 아무말도없이 배송이 30분넘게지연 ㅋ 바로 취소하고 삭제할랍니다
Flawless Ghost	4	2021-05-20	11	앱 자체는 깔끔합니다. 근데 상점이 없는곳이 많은게 추후 보완할 요오입니다
웅진북클럽정옥순팀장	5	2021-05-28	78	배달 가능하면서 배달시간까지 알려주니 배달 빨리되는곳으로 찾아 주문해요. 아이들만 집에 있을때 주로 주문해주는데 배송중인과정이 실시간으로 보여서 너무 좋아요
Mark Jang	1	2021-05-30	1	치타는 무슨 나무늘보가 더빠르겠다. 오류때문이라는데 공지도안뜨고 ㅆ 잘하는짓이네
YouLim Choi	5	2021-05-25	13	메뉴에서 맨위로 가기 버튼 하나만 있다면 완벽할것 같아요 항상 애용하고 있습니다
매트릭스	5	2021-05-22	7	이런앱이 있는줄 몰랐는데 설치하고 집주변 음식점 배달에 실시간 추적 굿 입니다.
이미래	5	2021-05-22	8	완전 편리 하고 맛도 좋고 그리고 자취생 한테 꼭 필요한 어플이 쿠팡이츠 있겄같아요.♡
정한기	4	2021-06-06	3	할인 요건을 갖추기 위해 약간의 초과 지출을 했지만 평소에 약간 비싸서 망설이던 음식을 먹을 수 있어서 만족함.
SH chae	1	2021-06-03	0	7000원 할인 이벤트에 제대로 낚임. 비비큐 주문은 안되고 필요없는 앱은 다운받고.. 가자 배민으로~
yh k	5	2021-05-20	13	구팡이츠는 배달을 일반분들을위주로 해서그런지 음식이 안전하고 매우친절함.배민같은 배달앱기사들은 대부분이 불친절하고 음식쏠리는게 다반사임.음식을받을때 왠지 배달기사가 갑이라는 느낌을강렬히받음
임정희	5	2021-06-04	3	아직까지는 만족. 배민처럼 매장에서 픽업도 있었음 좋겠어요 배달료없이 가까운 곳은 바로 픽업하도록요
성동혁	1	2021-05-31	1	첫주문에 5천원 할인쿠폰 사용시 1만원 쿠폰을 받는 이벤트 쿠폰을 사용했는데 1만원 쿠폰이 안들어옴 심지어 메인에 있던 이벤트도 사라져서 보이질 않음 그래서 고객센터 문의를 했는데 기다려 달라는 말만하고 답변이 없음 결국에 쿠폰 사기당하고 첫주문 혜택만 날려서 계정 탈퇴할려는데 그것도 안되길래 앱 삭제함
귤깹	1	2021-05-26	2	치타배송이라면서 계속지연되는거 별로네요 가는데 음식 다 식을듯ㅋㅋ
임춘근	4	2021-05-21	5	"대체적으로 배송빠르구,,,, 밑을 만한 리뷰들이네요. 물론 먹을만해요."
블루하트	4	2021-06-04	3	좋은데 넘좋은데 주문하면 취소가 어려움.완전 다급.. 실수했을때 대략 난감
Lalala Hahaha	5	2021-06-05	2	배송시키는것도 편하고 빠른배송에 아주아주 만족합니다.
어쩌다	5	2021-05-19	10	아직까지 불편사항은 못느끼겠고 전반적으로 만족스럽게 사용중입니다. (추후에 불편사항생기면 리뷰 변경될수 있음)
강서영	5	2021-06-07	1	저는 개인적으로 그어떤 배달앱보다 쿠팡이츠가 추천합니다.너무조아요^^♡
로물루스	3	2021-05-25	2	다 좋은데 쿠팡이츠 때문에 지연되는경우 자동 쿠폰지급해주세요 별도로 연락하라는건 상담원만 괴롭히는 일인것같습니다.
마루	1	2021-05-30	2	취소 통화를 무슨 1시간 가까이 안됨? 일부러 전화 안받는거임? 주문을 받지말던가 한시간 넘게 걸리면 고지를 하던가 서비스 개판이네
홍길동	5	2021-06-06	0	빠르고 정확하고 친절한 배달이 가능하지게 된 원인을 이 어플이 만들었습니다
김재명	5	2021-05-20	10	타어플보다 배송비 배송시간 면에서 좋고 실시간 배달위치가 정확히 떠서 이것만 애용중입니다
호박꽃	5	2021-05-26	3	"원래 주문앱이나 전화를 할 줄 몰라서 매번 부모님께 부탁드렸는데,, 인터넷 쇼핑은 할 줄알아서 쿠팡도 이용하고 있었기 때문에 이제 음식주문도 가능해졌습니당!!ㅋㅋ 쉽고, 빠르고, 위치도 파악할 수 있어서 뭔가 기다림에 덜 지치게 되는 기분...☆ (저의 유일한 사용가능 배달앱??) / 라이더님들도 빠르게 잘 와주시고, 정말 조용하게 집앞에 두고 가주시고, 도착 알림까지 뜨기 때문에 은밀하게 음식 갖고 방으로 튀어들어오기 좋음??ㅎㅎ"
메렁꽁쥬	5	2021-06-06	1	배송이 굉장히 빠르고 음식이 맛있고 깔끔하게 포장 잘해주십니다
김시우	1	2021-05-22	6	아니.. 배달시켰더니 기름은 언제껀지 썩는냄새에 익지도 않은 버거를 보내서 토하게 만들더니 피망맞고에 광고를 도데체 얼마나 해대길래 두세판 치면 올인시켜 쿠팡이츠 광고 보게하고 오늘 고작 28판 치는데 쿠팡이츠 광고를 5번을 봄 작작좀 하세욧!!!!
Y	1	2021-05-30	1	배달 기사 배정 안 되서 취소하려고 하니 고객센터는 연결 안되고 어쩌라는 건가요
Chaewook	1	2021-06-02	3	주문내역 삭제가 불가능함. 고객상담해도 삭제 안된다는데 왜 안된다는지 이해가 안됨. 빨리 기능 넣어주셨으면 좋겠음.
양지연	1	2021-04-05	1200	"배달원 이상한 사람 정말 많네요. 오늘 진짜로 빈정 상했어요. 고객센터에서 대응도 정말 이상하게 하고 ㅋㅋㅋㅋ 커피를 시켰는데 배달을 이상한데로 해놓고 배달원은 전화도 안받고, 고객센터에 전화했더니 ""배달원 분은 고객님 집주소를 정확하게 기억하던데요?^^"" 이러시더군요 ㅋㅋㅋㅋ 정확하게 기억하면 뭐합니까 다른데다 배달했는데... 문제 해결력도 떨어지고.. 결국 1시간 넘게 지나서야 배달시킨 커피를 찾을 수 있었습니다. 음료를요. 그것도 제가 직접 다른 집 돌아다니면서요. 그랬는데 환불은 커녕 주의주겠습니다라는 말 하나 뱉고 모르쇠하더군요. 그냥 착하게 이야기하니까 고객이 그냥 호구로 보이시나요? 다시 전화해서 항의하니까 그제서야 환불해주시더군요. 어제 쿠팡이 판매자들 착취한다는 뉴스보고 기분이 별로 좋지 않았는데 오늘 쿠팡이츠에서도 이렇게 불쾌한 경험하니까 정말 어이가 없습니다. 많은 분들이 제 리뷰 보셨으면 좋겠습니다."
Eunjoo Lee	5	2021-05-18	45	빠르고 정확한시간과 늘맛있게 유지하면서 도착해주셔서 넘넘 감사하구 쿠팡이츠 짱~~^^입니다. 자주자주 이용하겠습니다.
민영숙	5	2021-05-25	9	"쿠폰적용 알아서 해주고,배달정보 잘보이고,써비스좋은 음식점도 좋아요"
안상현	1	2021-06-09	0	양평에는 아직 않돼서 별하나 입니다 양평 돼면 해보고 별을 올릴지 말지 하겠습니다 빨리좀 양평에도 해주세요
김청원	1	2021-05-25	3	한개도아까운수준이다 번화가한복판에서 30분넘게안잡힌다 그것도 밤 9시에 이것도 어플이라고광고하네
조은희	1	2021-06-03	1	와 평점 4.5길래 뭐지? 쓰기 좋은 앱인가? 했는데 밑에 평점글들 쭉 읽어보니 별점 1점만 거의 절반 이상이더라.. 이정도면 별점 조작아님? 게다가 계정탈퇴도 안되는건 에바쌈바임
빡쏘	1	2021-04-09	149	별하나도 아까움 6시에 어플오류났는데도 공지도 없고 6시10분쯤 어플들가서 주문했는데 주문받았음.고객센터 전화도 안받음.....주문한 음식 못받았는데 자동으로 배달완료떳음.... 이게 뭔지...진짜 동네 양아치만나서 돈뜯기면 이런기분이냐....환불처리 해달라!!!!!고객센터 전화라도 받던가...내돈 원상복귀시켜라
